0.373477	0.371999
-1.02723	0.235341
0.207114	0.390405
1.18227	0.198295
-0.384206	0.37049
-1.44093	0.141244
1.89053	0.0667916
2.06209	0.0475857
-1.3676	0.156564
-0.787886	0.292438
-0.863554	0.274725
-1.86609	0.0699292
-0.657992	0.32123
-0.0751476	0.397745
-0.380951	0.370952
0.114387	0.396268
0.327502	0.378042
0.0801196	0.397591
-0.139091	0.39503
0.583668	0.3364
-0.963295	0.250802
2.68512	0.0108449
-1.37197	0.155631
-0.0876079	0.397342
-0.0700114	0.397893
1.18654	0.197293
-1.71325	0.0919287
-0.607855	0.331587
0.827359	0.283262
0.426613	0.364175
0.00138038	0.398869
-1.03721	0.232929
-0.728893	0.305818
1.85916	0.0708384
-0.156804	0.393996
1.17983	0.198867
0.498632	0.352242
-0.545287	0.343767
0.761447	0.298489
-1.92854	0.0621154
-0.248252	0.386766
0.0321469	0.398663
0.873111	0.272455
0.586617	0.33582
-0.810964	0.287092
0.283911	0.383114
-1.43402	0.142655
-0.235099	0.387997
1.60468	0.110071
-0.709001	0.310223
0.393532	0.369149
0.906803	0.264407
-0.0931771	0.397142
0.387144	0.370071
-0.530133	0.34658
0.418811	0.365378
-0.301875	0.381103
-0.816557	0.285788
0.399519	0.368274
-0.0176781	0.398807
1.96695	0.057638
0.394482	0.369011
-1.96228	0.0581691
-2.00039	0.0539389
-0.835809	0.281279
0.382813	0.370688
-1.44988	0.139429
-1.02543	0.235776
-1.91319	0.0639746
0.758445	0.299171
0.642706	0.324439
1.25059	0.182482
0.803723	0.288775
0.359366	0.373928
0.223635	0.389019
0.396497	0.368717
-0.957893	0.252107
-0.672121	0.318226
-0.433956	0.363026
-0.755351	0.299872
-0.733351	0.304823
0.629738	0.327127
-0.730202	0.305526
1.03864	0.232583
-0.720714	0.307637
0.390636	0.369568
0.452524	0.360051
0.768145	0.296964
-0.0865688	0.397378
0.708081	0.310426
0.314709	0.379598
-0.897458	0.266645
-1.43411	0.142636
-1.04393	0.231306
-1.5182	0.125986
-0.858865	0.275837
0.705445	0.311005
-0.0813212	0.397553
0.236674	0.387853
-0.687581	0.314898
0.269234	0.384672
-0.403576	0.367674
0.167685	0.393301
-0.387495	0.37002
-2.07947	0.0459028
0.318272	0.37917
-0.525309	0.347463
-0.79119	0.291676
0.670585	0.318554
-0.541546	0.344467
-0.862683	0.274932
-0.678607	0.316835
0.427267	0.364073
-0.0850269	0.39743
0.975887	0.247759
-1.54005	0.121846
0.379145	0.371206
0.490929	0.353587
-0.53159	0.346312
1.59875	0.111122
-0.525353	0.347455
-0.750574	0.300953
-0.646021	0.323747
0.544698	0.343878
-0.785949	0.292884
